夏园	xia'yuan
水秀二路	shui'xiu'er'lu
沙渡路	sha'du'lu
纺织路	fang'zhi'lu
中南花园总站	zhong'nan'hua'yuan'zong'zhan
黄岐中学	huang'qi'zhong'xue
嘉洲广场	jia'zhou'guang'chang
郭村小区	guo'cun'xiao'qu
五眼桥西约	wu'yan'qiao'xi'yue
五眼桥总站	wu'yan'qiao'zong'zhan
五眼桥小学	wu'yan'qiao'xiao'xue
大朗夏边总站	da'lang'xia'bian'zong'zhan
白云湖公园北门	bai'yun'hu'gong'yuan'bei'men
大朗工业路口	da'lang'gong'ye'lu'kou
大朗工业路	da'lang'gong'ye'lu
高增一村	gao'zeng'yi'cun
民强村	min'qiang'cun
高增村	gao'zeng'cun
市七十三中学	shi'qi'shi'san'zhong'xue
人和村	ren'he'cun
高增大桥北	gao'zeng'da'qiao'bei
人和北后东街口	ren'he'bei'hou'dong'jie'kou
人和大街	ren'he'da'jie
和龙村	he'long'cun
兴太一路东	xing'tai'yi'lu'dong
帽峰山西	mao'feng'shan'xi
均田	jun'tian
胡屋	hu'wu
牛牯潭	niu'gu'tan
白山村	bai'shan'cun
大山李	da'shan'li
何排村	he'pai'cun
兴太三路口	xing'tai'san'lu'kou
穗丰村委	sui'feng'cun'wei
大水村	da'shui'cun
岗板村	gang'ban'cun
苦板塘	ku'ban'tang
兴丰村总站	xing'feng'cun'zong'zhan
环洲二路东	huan'zhou'er'lu'dong
时代糖果	shi'dai'tang'guo
草场工业大道南	cao'chang'gong'ye'da'dao'nan
草场工业大道中	cao'chang'gong'ye'da'dao'zhong
草场工业大道北	cao'chang'gong'ye'da'dao'bei
山口园路	shan'kou'yuan'lu
东秀路总站	dong'xiu'lu'zong'zhan
东秀路中	dong'xiu'lu'zhong
东秀路口	dong'xiu'lu'kou
五一大道北	wu'yi'da'dao'bei
五一大道中	wu'yi'da'dao'zhong
五一大道口	wu'yi'da'dao'kou
城西花园	cheng'xi'hua'yuan
云城南二路	yun'cheng'nan'er'lu
竹料总站	zhu'liao'zong'zhan
平沙总站	ping'sha'zong'zhan
松园中西街南	song'yuan'zhong'xi'jie'nan
松园中西街	song'yuan'zhong'xi'jie
平沙公园	ping'sha'gong'yuan
松园街中	song'yuan'jie'zhong
松园街北	song'yuan'jie'bei
加石路口	jia'shi'lu'kou
加石路	jia'shi'lu
加石路中	jia'shi'lu'zhong
加石路	jia'shi'lu
马洞马新路	ma'dong'ma'xin'lu
汇侨新城总站	hui'qiao'xin'cheng'zong'zhan
萧岗齐富二横路	xiao'gang'qi'fu'er'heng'lu
悦云路口	yue'yun'lu'kou
夏茅总站	xia'mao'zong'zhan
向西大道中	xiang'xi'da'dao'zhong
向西大道口	xiang'xi'da'dao'kou
石岗西基街	shi'gang'xi'ji'jie
石岗东街	shi'gang'dong'jie
马务联和西街	ma'wu'lian'he'xi'jie
马务大街	ma'wu'da'jie
十字路口	shi'zi'lu'kou
十字路	shi'zi'lu
夏茅工业区	xia'mao'gong'ye'qu
鹤亭第一工业区	he'ting'di'yi'gong'ye'qu
东华村口	dong'hua'cun'kou
人和总站	ren'he'zong'zhan
南岭中路	nan'ling'zhong'lu
南岭中路口	nan'ling'zhong'lu'kou
南岭工业区中路	nan'ling'gong'ye'qu'zhong'lu
南岭工业区四横路	nan'ling'gong'ye'qu'si'heng'lu
南岭工业区南路	nan'ling'gong'ye'qu'nan'lu
南岭工业区南路东	nan'ling'gong'ye'qu'nan'lu'dong
南岭工业区八横路	nan'ling'gong'ye'qu'ba'heng'lu
长湴工业一路	zhang'ban'gong'ye'yi'lu
天安科技园总站	tian'an'ke'ji'yuan'zong'zhan
琶洲保利总站	pa'zhou'bao'li'zong'zhan
赤沙村口	chi'sha'cun'kou
海珠涌大桥南	hai'zhu'yong'da'qiao'nan
海珠涌大桥北	hai'zhu'yong'da'qiao'bei
花湾路	hua'wan'lu
西后街	xi'hou'jie
仁厚直街	ren'hou'zhi'jie
杏花大街	xing'hua'da'jie
招村大街	zhao'cun'da'jie
沥滘大街	li'jiao'da'jie
振海路	zhen'hai'lu
南洲北路	nan'zhou'bei'lu
礼岗路口	li'gang'lu'kou
礼岗路	li'gang'lu
南泰路口	nan'tai'lu'kou
坦尾西路	tan'wei'xi'lu
坦尾牌坊	tan'wei'pai'fang
东海北路	dong'hai'bei'lu
东海北路北	dong'hai'bei'lu'bei
西海北路	xi'hai'bei'lu
河沙中路西	he'sha'zhong'lu'xi
荷景路	he'jing'lu
广州圆	guang'zhou'yuan
东沙桥底	dong'sha'qiao'di
翠宝路	cui'bao'lu
地铁沥滘站	di'tie'li'jiao'zhan
沥滘路西	li'jiao'lu'xi
永翠路总站	yong'cui'lu'zong'zhan
新业路	xin'ye'lu
万胜围	wan'sheng'wei
西塱	xi'lang
坑口	keng'kou
花地湾	hua'di'wan
芳村	fang'cun
黄沙	huang'sha
长寿路	chang'shou'lu
陈家祠	chen'jia'ci
西门口	xi'men'kou
公园前	gong'yuan'qian
农讲所	nong'jiang'suo
烈士陵园	lie'shi'ling'yuan
东山口	dong'shan'kou
杨箕	yang'ji
体育西路	ti'yu'xi'lu
体育中心	ti'yu'zhong'xin
黄边	huang'bian
江夏	jiang'xia
萧岗	xiao'gang
白云文化广场	bai'yun'wen'hua'guang'chang
白云公园	bai'yun'gong'yuan
飞翔公园	fei'xiang'gong'yuan
三元里	san'yuan'li
广州火车站	guang'zhou'huo'che'zhan
越秀公园	yue'xiu'gong'yuan
纪念堂	ji'nian'tang
海珠广场	hai'zhu'guang'chang
市二宫	shi'er'gong
江南西	jiang'nan'xi
昌岗	chang'gang
江泰路	jiang'tai'lu
东晓南	dong'xiao'nan
南洲	nan'zhou
洛溪	luo'xi
南浦	nan'pu
会江	hui'jiang
石壁	shi'bi
广州南站	guang'zhou'nan'zhan
番禺广场	pan'yu'guang'chang
市桥	shi'qiao
汉溪长隆	han'xi'zhang'long
大石	da'shi
厦滘	sha'jiao
沥滘	li'jiao
大塘	da'tang
客村	ke'cun
广州塔	guang'zhou'ta
珠江新城	zhu'jiang'xin'cheng
石牌桥	shi'pai'qiao
岗顶	gang'ding
华师	hua'shi
五山	wu'shan
天河客运站	tian'he'ke'yun'zhan
林和西	lin'he'xi
广州东站	guang'zhou'dong'zhan
燕塘	yan'tang
梅花园	mei'hua'yuan
京溪南方医院	jing'xi'nan'fang'yi'yuan
同和	tong'he
永泰	yong'tai
白云大道北	bai'yun'da'dao'bei
嘉禾望岗	jia'he'wang'gang
龙归	long'gui
人和	ren'he
机场南	ji'chang'nan
黄村	huang'cun
车陂	che'bei
车陂南	che'bei'nan
万胜围	wan'sheng'wei
官洲	guan'zhou
大学城北	da'xue'cheng'bei
大学城南	da'xue'cheng'nan
新造	xin'zao
官桥	guan'qiao
石碁	shi'qi
海傍	hai'bang
低涌	di'yong
东涌	dong'yong
庆盛	qing'sheng
黄阁汽车城	huang'ge'qi'che'cheng
黄阁	huang'ge
蕉门	jiao'men
金洲	jin'zhou
高增	gao'zeng
文冲	wen'chong
大沙东	da'sha'dong
大沙地	da'sha'di
鱼珠	yu'zhu
三溪	san'xi
东圃	dong'pu
科韵路	ke'yun'lu
员村	yuan'cun
潭村	tan'cun
猎德	lie'de
五羊邨	wu'yang'cun
动物园	dong'wu'yuan
区庄	qu'zhuang
淘金	tao'jin
小北	xiao'bei
西村	xi'cun
西场	xi'chang
中山八	zhong'shan'ba
坦尾	tan'wei
滘口	jiao'kou
凤凰新村	feng'huang'xin'cun
沙园	sha'yuan
宝岗大道	bao'gang'da'dao
晓港	xiao'gang
中大	zhong'da
鹭江	lu'jiang
赤岗	chi'gang
磨碟沙	mo'die'sha
新港东	xin'gang'dong
琶洲	pa'zhou
菊树	ju'shu
龙溪	long'xi
金融高新区	jin'rong'gao'xin'qu
千灯湖	qian'deng'hu
虫雷 岗	chong'lei'gang
南桂路	nan'gui'lu
桂城	gui'cheng
朝安	chao'an
普君北路	pu'jun'bei'lu
祖庙	zu'miao
同济路	tong'ji'lu
季华园	ji'hua'yuan
魁奇路	kui'qi'lu
体育中心南	ti'yu'zhong'xin'nan
天河南	tian'he'nan
黄埔大道	huang'pu'da'dao
妇儿中心	fu'er'zhong'xin
花城大道	hua'cheng'da'dao
大剧院	da'ju'yuan
海心沙	hai'xin'sha
浔峰岗	xun'feng'gang
横沙	heng'sha
沙贝	sha'bei
河沙	he'sha
如意坊	ru'yi'fang
文化公园	wen'hua'gong'yuan
一德路	yi'de'lu
北京路	bei'jing'lu
团一大广场	tuan'yi'da'guang'chang
东湖	dong'hu
黄花岗	huang'hua'gang
沙河顶	sha'he'ding
沙河	sha'he
天平架	tian'ping'jia
长湴	zhang'ban
燕岗	yan'gang
沙涌	sha'yong
鹤洞	he'dong
植物园	zhi'wu'yuan
龙洞	long'dong
柯木塱	ke'mu'lang
高塘石	gao'tang'shi
黄陂	huang'po
金峰	jin'feng
暹岗	xian'gang
苏元	su'yuan
萝岗	luo'gang
香雪	xiang'xue
谢村	xie'cun
钟村	zhong'cun
南村万博	nan'cun'wan'bo
员岗	yuan'gang
板桥	ban'qiao
澜石	lan'shi
世纪莲	shi'ji'lian
东平	dong'ping
新城东	xin'cheng'dong
飞鹅岭	fei'e'ling
花都汽车城	hua'du'qi'che'cheng
广州北站	guang'zhou'bei'zhan
花城路	hua'cheng'lu
花果山公园	hua'guo'shan'gong'yuan
花都广场	hua'du'guang'chang
马鞍山公园	ma'an'shan'gong'yuan
莲塘	lian'tang
清㘵	qing'bu
清塘	qing'tang
机场北	ji'chang'bei
飞沙角	fei'sha'jiao
广隆	guang'long
大涌	da'yong
塘坑	tang'keng
南横	nan'heng
南沙客运港	nan'sha'ke'yun'gang
裕丰围	yu'feng'wei
双岗	shuang'gang
南海神庙	nan'hai'shen'miao
夏园	xia'yuan
南岗	nan'gang
沙村	sha'cun
白江	bai'jiang
新塘	xin'tang
官湖	guan'hu
新沙	xin'sha
新和	xin'he
红卫	hong'wei
新南	xin'nan
枫下	feng'xia
知识城	zhi'shi'cheng
何棠下	he'tang'xia
旺村	wang'cun
汤村	tang'cun
镇龙北	zhen'long'bei
镇龙	zhen'long
广州塔东	guang'zhou'ta'dong
猎德大桥南	lie'de'da'qiao'nan
琶醍	pa'ti
南风	nan'feng
会展西	hui'zhan'xi
会展中	hui'zhan'zhong
会展东	hui'zhan'dong
琶洲大桥南	pa'zhou'da'qiao'nan
琶洲塔	pa'zhou'ta
广州塔	guang'zhou'ta
万胜围	wan'sheng'wei
石溪	shi'xi
白云东平	bai'yun'dong'ping
夏良	xia'liang
太和	tai'he
竹料	zhu'liao
钟落潭	zhong'luo'tan
马沥	ma'li
增城广场	zeng'cheng'guang'chang
太平	tai'ping
神岗	shen'gang
赤草	chi'cao
从化客运站	cong'hua'ke'yun'zhan
东风	dong'feng
钟岗	zhong'gang
朱村	zhu'cun
山田	shan'tian
凤岗	feng'gang
坑贝	keng'bei
中新	zhong'xin
镇龙西	zhen'long'xi
天河公园	tian'he'gong'yuan
棠东	tang'dong
大观南路	da'guan'nan'lu
天河智慧城	tian'he'zhi'hui'cheng
神舟路	shen'zhou'lu
科学城	ke'xue'cheng
水西	shui'xi
长平	chang'ping
金坑	jin'keng
同福西	tong'fu'xi
华林寺	hua'lin'si
同德	tong'de
上步	shang'bu
石潭	shi'tan
小坪	xiao'ping
石井	shi'jing
亭岗	ting'gang
滘心	jiao'xin
鹅掌坦	e'zhang'tan
聚龙	ju'long
冼村	xian'cun
龙潭	long'tan
沙溪	sha'xi
横沥	heng'li
万顷沙	wan'qing'sha
市广路	shi'guang'lu
陈头岗	chen'tou'gang
地铁香雪	di'tie'xiang'xue
区少年宫	qu'shao'nian'gong
线坑	xian'keng
市民广场	shi'min'guang'chang
会议中心	hui'yi'zhong'xin
地铁水西	di'tie'shui'xi
峻泰路	jun'tai'lu
北师大实验学校	bei'shi'da'shi'yan'xue'xiao
地铁长平	di'tie'chang'ping
羌洞	qiang'dong
长岭居小学	chang'ling'ju'xiao'xue
岭头	ling'tou
干部健康中心	gan'bu'jian'kang'zhong'xin
岭头东	ling'tou'dong
贤江西	xian'jiang'xi
贤江公园	xian'jiang'gong'yuan
贤江	xian'jiang
新丰路	xin'feng'lu
水西	shui'xi
南庄	nan'zhuang
湖涌	hu'yong
绿岛湖	lyu'dao'hu
智慧新城	zhi'hui'xin'cheng
张槎	zhang'cha
石湾	shi'wan
沙岗	sha'gang
石梁	shi'liang
湾华	wan'hua
登洲	deng'zhou
花卉世界	hua'hui'shi'jie
仙涌	xian'yong
石洲	shi'zhou
林岳西	lin'yue'xi
林岳东	lin'yue'dong
华翠路	hua'cui'lu
夏西	xia'xi
夏东	xia'dong
康怡公园	kang'yi'gong'yuan
平西	ping'xi
平南	ping'nan
玉器街	yu'qi'jie
中区	zhong'qu
三山新城北	san'shan'xin'cheng'bei
大洲	da'zhou
陈村北	chen'cun'bei
陈村	chen'cun
锦龙	jin'long
南涌	nan'yong
美的	mei'di
北滘公园	bei'jiao'gong'yuan
广州南站	guang'zhou'nan'zhan
美的大道	mei'di'da'dao
